SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s)
ITSA0001,simple,Tapa Ciega 2 Barrenos Aluminio,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,29.44,,,,,,,
ORBI0002,simple,Tapa Ciega 4x4 4b 2bc,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,23.25,,,,,,,
RAWE0004,simple,Tapa Ciega Aluminio Rawel 2t,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,54.92,,,,,,,
TAFS0005,simple,Tapa Ciega De10 Plastica Fse,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,14.77,,,,,,,
LEVI0015,simple,Tapa Ciega Decora Blanca 88014,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,13.11,,,,,,,
TAFS0003,simple,Tapa Ciega Ds10 4 Barrenos,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,26.25,,,,,,,
TAFS0011,simple,Tapa Ciega Plastica Blanca Circular 5,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,25.35,,,,,,,
ORBI0020,simple,Tapa Ciega Plateada Orbit 1bc,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,23.25,,,,,,,
TAFS0001,simple,"Tapa Ciega Redonda Blanca de 5""","Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,25.35,,,,,,,
TAFS0010,simple,Tapa Ciega Tipo Fs 2x4 Plateada,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,8.4,,,,,,,
LEVI0027,simple,Tapa Clasica 4x4 Blanca 88016,"Tapa para caja eléctrica de cierre profesional que protege las conexiones internas. Compatible con cajas eléctricas estándar en configuraciones para interruptores, contactos y salidas de cable. Fabricada en material resistente a impactos para una instalación duradera y un acabado limpio.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,0.0,,,,,,,
CAIT0018,simple,Tapa Cuadrada 4,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,"https://m.media-amazon.com/images/I/51oVbZdLRoL._AC_UF894,1000_QL80_.jpg",26.64,,,,,,,
EATO0200,simple,Tapa Cuadrada 5x5 Tp568 Mca Eaton Cooper,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,29.25,,,,,,,
CAIT0020,simple,Tapa Cuadrada 6,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,"https://m.media-amazon.com/images/I/51oVbZdLRoL._AC_UF894,1000_QL80_.jpg",12.0,,,,,,,
LEVI0011,simple,Tapa Decora 1 Unidad Nylon 80401-0ig,"Tapa para caja eléctrica de cierre profesional que protege las conexiones internas. Compatible con cajas eléctricas estándar en configuraciones para interruptores, contactos y salidas de cable. Fabricada en material resistente a impactos para una instalación duradera y un acabado limpio.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,98.87,,,,,,,
TAFS0006,simple,Tapa Duplex Di23 1 Barreno,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,30.66,,,,,,,
TAFS0007,simple,Tapa Duplex Ds23 4 Barrenos,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,29.1,,,,,,,
TR0415,simple,Tapa Fs 4x2 Rawelt,"Tapa para caja eléctrica de cierre profesional que protege las conexiones internas. Compatible con cajas eléctricas estándar en configuraciones para interruptores, contactos y salidas de cable. Fabricada en material resistente a impactos para una instalación duradera y un acabado limpio.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,51.53,,,,,,,
ORBI0008,simple,Tapa Interperie Contacto Duplex 4x4 2b 2c2d,Contacto eléctrico duplex de 15A para instalación en cajas estándar. Ofrece dos tomas de corriente con polo a tierra para conexión segura de electrodomésticos y equipos electrónicos. Su construcción robusta garantiza durabilidad y seguridad en el uso cotidiano.,,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",46.95,,,,,,,
ORBI0009,simple,Tapa Interperie Contacto Redondo 36mm 2b 1csv,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",46.95,,,,,,,
ORBI0011,simple,Tapa Interperie Contacto Redondo 40mm 2b 1cp020,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",133.88,,,,,,,
SURT0024,simple,Tapa Interperie Duplex Surtek,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,31.8,,,,,,,
COOP0004,simple,Tapa Interperie Sencilla,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,39.57,,,,,,,
SURT0025,simple,Tapa Interperie Sencilla Surtek,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,39.57,,,,,,,
ORBI0004,simple,Tapa Met 4-11/16 X 4-11/16 Ciega,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,32.02,,,,,,,
RACO0101,simple,Tapa Met 4x4 Ko 1/2 Raco,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,19.38,,,,,,,
RACO0102,simple,"Tapa Met Oct Ciega 4"" Raco","Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,16.53,,,,,,,
CAIT0001,simple,"Tapa Octagonal 4""","Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,"https://m.media-amazon.com/images/I/51oVbZdLRoL._AC_UF894,1000_QL80_.jpg",5.02,,,,,,,
COOP0010,simple,Tapa P/contacto Industrial Ah2140,"Tapa para caja eléctrica de cierre profesional que protege las conexiones internas. Compatible con cajas eléctricas estándar en configuraciones para interruptores, contactos y salidas de cable. Fabricada en material resistente a impactos para una instalación duradera y un acabado limpio.",,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",471.44,,,,,,,
COOP0003,simple,Tapa Plastica Duplex 2h Marfil,"Tapa para caja eléctrica de cierre profesional que protege las conexiones internas. Compatible con cajas eléctricas estándar en configuraciones para interruptores, contactos y salidas de cable. Fabricada en material resistente a impactos para una instalación duradera y un acabado limpio.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,15.0,,,,,,,
LEVI0003,simple,Tapa Sencilla de Palanca 88001w,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,84.83,,,,,,,
LEVI0013,simple,Tapa Sencilla para Contacto Narana 80401-ign,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",36.85,,,,,,,
46330,simple,"Tapa de 4"" X 4"" para Caja Cuadrada Reforzada, Volteck","Tapa para caja eléctrica de cierre profesional que protege las conexiones internas. Compatible con cajas eléctricas estándar en configuraciones para interruptores, contactos y salidas de cable. Fabricada en material resistente a impactos para una instalación duradera y un acabado limpio.",,"https://www.truper.com/media/import/imagenes/TACH-4X4C.jpg, https://www.truper.com/media/import/imagenes/TACH-4X4C+FC1.jpg, https://www.truper.com/media/import/imagenes/TACH-4X4C+FC2.jpg",8.19,,,,,,,
46331,simple,"Tapa de 4"" X 4"" para Caja Octagonal, Volteck","Tapa para caja eléctrica de cierre profesional que protege las conexiones internas. Compatible con cajas eléctricas estándar en configuraciones para interruptores, contactos y salidas de cable. Fabricada en material resistente a impactos para una instalación duradera y un acabado limpio.",,"https://www.truper.com/media/import/imagenes/TACH-4X4O.jpg, https://www.truper.com/media/import/imagenes/TACH-4X4O+FC1.jpg, https://www.truper.com/media/import/imagenes/TACH-4X4O+FC2.jpg",6.9,,,,,,,
BTIC00005,simple,Tapa para Contacto Diuplex Q100rn,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",54.68,,,,,,,
TAFS0008,simple,Tapa para Contacto Redondo Di21 37mm 4torn,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,27.6,,,,,,,
TAFS0014,simple,Tapa para Contacto Redondo Ds21 37mm 4torn,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,27.6,,,,,,,
TAFS0009,simple,Tapa para Contacto Redondo Ds22 37mm 4torn,"Tapa metálica para cierre y acabado de cajas eléctricas. Proporciona protección mecánica y un acabado limpio y profesional en la instalación. Fabricada en acero o aluminio resistente, compatible con cajas eléctricas estándar.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,0.0,,,,,,,
TAFS0100,simple,Tapa para Lluvia,"Tapa para caja eléctrica de cierre profesional que protege las conexiones internas. Compatible con cajas eléctricas estándar en configuraciones para interruptores, contactos y salidas de cable. Fabricada en material resistente a impactos para una instalación duradera y un acabado limpio.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,173.67,,,,,,,
TAFS0004,simple,Tapas P/duplex Marca Anclo,"Tapa para caja eléctrica de cierre profesional que protege las conexiones internas. Compatible con cajas eléctricas estándar en configuraciones para interruptores, contactos y salidas de cable. Fabricada en material resistente a impactos para una instalación duradera y un acabado limpio.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,26.67,,,,,,,
3M1110,simple,Tapon Auditivo Color Naranja,"Tapón auditivo  de espuma de poliuretano de alta atenuación para protección contra ruido en ambientes industriales. Se adapta al canal auditivo con facilidad para un sellado cómodo y efectivo durante toda la jornada laboral. Protege la audición en ambientes con niveles de ruido peligrosos como talleres, plantas y obras de construcción.",,"https://m.media-amazon.com/images/I/71zN9V4i+aL._AC_UF894,1000_QL80_.jpg",10.6,,,,,,,
3522,simple,Tapon Auditivo Naranja,"Tapón auditivo  de espuma de poliuretano de alta atenuación para protección contra ruido en ambientes industriales. Se adapta al canal auditivo con facilidad para un sellado cómodo y efectivo durante toda la jornada laboral. Protege la audición en ambientes con niveles de ruido peligrosos como talleres, plantas y obras de construcción.",,"https://m.media-amazon.com/images/I/71zN9V4i+aL._AC_UF894,1000_QL80_.jpg",9.91,,,,,,,
TAPO0002,simple,"Tapon Fs Galv 3/4""","Tapon de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,13.87,,,,,,,
TAPO0003,simple,"Tapon Fs Galv 1""","Tapon de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,https://www.mirocom.com.mx/11333-large_default/placa-tipo-fs-ciega-de-sobreponer.jpg,13.88,,,,,,,
14223,simple,"Tapã³n Auditivo Desechable con Cordã³n, Bolsa Individual","Tapón auditivo de 32dB de espuma de poliuretano de alta atenuación para protección contra ruido en ambientes industriales. Se adapta al canal auditivo con facilidad para un sellado cómodo y efectivo durante toda la jornada laboral. Protege la audición en ambientes con niveles de ruido peligrosos como talleres, plantas y obras de construcción.",,"https://www.truper.com/media/import/imagenes/TAC.jpg, https://www.truper.com/media/import/imagenes/TAC+D1.jpg, https://www.truper.com/media/import/imagenes/TAC+EI1.jpg, https://www.truper.com/media/import/imagenes/TAC+EIND1.jpg, https://www.truper.com/media/import/imagenes/TAC+EM1.jpg, https://www.truper.com/media/import/imagenes/TAC+E1.jpg, https://www.truper.com/media/import/imagenes/TAC+FC1.jpg",9.05,,,,,,,
47491,simple,"Tapã³n Hembra 1/2"" de Acero Galvanizado, Foset","Tapon de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://www.truper.com/media/import/imagenes/CG-301.jpg, https://www.truper.com/media/import/imagenes/CG-301+E1.jpg, https://www.truper.com/media/import/imagenes/CG-301+FC1.jpg",8.19,,,,,,,
TAQU0032-BASE,variable,"Taquete Arpon Aa 1/2"" X","Taquete arpón de 1/2"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,,,Medida,"2 3/4 pulg, 3 3/4 pulg",1,1,,
TAQU0032,variation,"Taquete Arpon Aa 1/2"" X - 2 3/4 pulg","Taquete arpón de 1/2"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,15.22,id:TAQU0032-BASE,Medida,2 3/4 pulg,1,1,,
TAQU0033,variation,"Taquete Arpon Aa 1/2"" X - 3 3/4 pulg","Taquete arpón de 1/2"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,15.22,id:TAQU0032-BASE,Medida,3 3/4 pulg,1,1,,
TAQU0028,simple,"Taquete Arpon Aa 3/8"" X 2 3/4","Taquete arpón de 3/8"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,8.13,,,,,,,
TAQU0029,simple,"Taquete Arpon Aa 3/8"" X 3","Taquete arpón de 3/8"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,8.07,,,,,,,
TAQU0031,simple,"Taquete Arpon Aa 3/8"" X 5","Taquete arpón de 3/8"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,11.03,,,,,,,
TAQU0037,simple,"Taquete Arpon Aa 5/8"" X 3 3/4","Taquete arpón de 5/8"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,28.7,,,,,,,
TAQU0015,simple,Taquete Barrenancla Adi 1/4,"Taquete plástico de 1/4"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,2.97,,,,,,,
TAQU0002-BASE,variable,Taquete Expansor Z,"Taquete expansor de 1/4"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,,,Medida,"1/4 pulg, 1/2 pulg",1,1,,
TAQU0002,variation,Taquete Expansor Z - 1/4 pulg,"Taquete expansor de 1/4"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,8.45,id:TAQU0002-BASE,Medida,1/4 pulg,1,1,,
TAQU0005,variation,Taquete Expansor Z - 1/2 pulg,"Taquete expansor de 1/2"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,35.48,id:TAQU0002-BASE,Medida,1/2 pulg,1,1,,
TAQU0072-BASE,variable,Taquete Garra Ag,"Taquete plástico de 1/4"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,,,Medida,"1/4 pulg, 5/16 pulg, 3/8 pulg",1,1,,
TAQU0072,variation,Taquete Garra Ag - 1/4 pulg,"Taquete plástico de 1/4"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,0.43,id:TAQU0072-BASE,Medida,1/4 pulg,1,1,,
TAQU0073,variation,Taquete Garra Ag - 5/16 pulg,"Taquete plástico de 5/16"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,0.38,id:TAQU0072-BASE,Medida,5/16 pulg,1,1,,
TAQU0074,variation,Taquete Garra Ag - 3/8 pulg,"Taquete plástico de 3/8"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,0.31,id:TAQU0072-BASE,Medida,3/8 pulg,1,1,,
TAQU0084-BASE,variable,Taquete Mariposa,"Taquete mariposa  para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,,,Medida,"1/4 pulg, 1/8 pulg, 3/16 pulg",1,1,,
TAQU0084,variation,Taquete Mariposa - 1/4 pulg,"Taquete mariposa  para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,8.01,id:TAQU0084-BASE,Medida,1/4 pulg,1,1,,
TAQU0085,variation,Taquete Mariposa - 1/8 pulg,"Taquete mariposa de 1/8"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,3.61,id:TAQU0084-BASE,Medida,1/8 pulg,1,1,,
TAQU0086,variation,Taquete Mariposa - 3/16 pulg,"Taquete mariposa de 3/16"" para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,4.45,id:TAQU0084-BASE,Medida,3/16 pulg,1,1,,
TAQU0095,simple,Taquete Tablaroca Metal C/t Tqz 6 T,"Taquete para tablaroca  para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,2.94,,,,,,,
TAQU0094,simple,Taquete Tablaroca Metal C/t Tqz 8 T,"Taquete para tablaroca  para fijación de objetos en paredes de concreto, tabique, block o tablaroca. Su mecanismo de expansión garantiza una sujeción firme y segura que soporta cargas considerables. Fácil de instalar con taladro y desarmador, sin necesidad de herramientas especiales.",,https://m.media-amazon.com/images/I/41ncY6EL23L._AC_.jpg,5.21,,,,,,,
TRANS0005,simple,Tasnformador Seco 75 Kva 480/460/440-220/127v Delta Estrella,"Tasnformador de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/61Bv7Z8RVHL._AC_UF894,1000_QL80_.jpg",50428.99,,,,,,,
CHAR0032,simple,"Tee Horizontal 12"" Radio 8","Tee de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/41x7qK5d7bL._AC_UF894,1000_QL80_.jpg",914.39,,,,,,,
PROF0053,simple,Teflon Liquido Sella Rosca,Cinta de politetrafluoroetileno (PTFE) para sellado de roscas en instalaciones hidráulicas de agua y gas. Previene fugas y facilita el armado y desarmado de conexiones roscadas sin dañar los hilos. Su uso es sencillo: se enrolla en el sentido de la rosca macho antes de realizar la conexión.,,"https://m.media-amazon.com/images/I/71zN9V4i+aL._AC_UF894,1000_QL80_.jpg",2190.12,,,,,,,
